panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
1.2389952181679198,1.0049443034123628,-0.6031786149279679,-0.610040458054212,-0.4341585733085407,1.5472272292338312,2.1039934273852965,0.4694733610315326,0.6111789285566432,0.47194998029448754,0.729669747032135,-0.5148398604985591,0.44951730932466805,0.02135806464535369
-0.5741006873200649,-0.08328997664228077,0.6540861137333791,-2.523307548261271,-0.5159586758396122,1.362677161428146,1.7565593571638218,0.32968430846574115,-0.036979572287931986,0.29437948261536834,0.6010694076131742,-0.5614698723632645,-0.0994458320182116,0.5599800676400302
-2.3543331611344125,-1.397536671984382,1.7320011211032518,-0.4848147311888402,-0.8523837330729234,0.03875054171308875,-0.34379742577373973,0.5382043108951892,0.25335169717643774,0.46876833651126176,0.5267690938183904,-0.5005357332970222,-0.3123105555668535,0.61191536863531
0.49463145509068873,0.05413433795794842,-2.5329364216316956,-2.570387806586595,2.1187801328002007,1.334737282062415,2.4124619130659846,-0.10499768398248492,-0.44606758631776117,0.37125025142234547,0.5011196719998492,0.14182123187301324,0.4154575941492537,0.7457618922876782
-0.3772656860760879,-0.06849024720489982,-0.7697187121111901,-2.6212755637266207,2.7376699248650573,1.9772338375891558,-2.5588121331068687,0.21330775440063054,-0.407243589757874,0.30278936709003057,0.5428588157253917,-0.36812727653690297,0.7421691408521764,0.13773736176321238
-1.3933519971567672,-1.5881190526116638,-1.680690489108581,-1.48754274119169,1.251145102817239,1.2602179124206303,1.5329276211767922,-0.5844404589621617,0.29663731005096783,0.39146106706592093,0.02575690354636265,0.17897278187676136,-0.6511262511877797,0.7371159544339987
-2.294916597779002,-0.6512759469704703,0.920420950038964,-1.6483658698074055,-1.1874288501120638,2.976445657017175,-2.39523782787784,0.3751021531615627,-0.34739277014550496,0.8260351410222976,-0.16224095378895922,-0.5586300258775405,0.7582627638464612,-0.2943602351976793
1.8082479132847857,0.3163490372696893,1.6249812419234773,-0.3513273706410778,0.40482516463077634,0.6653486298746429,-0.8604828214918729,-0.26524104973401935,0.07384580566299165,0.9563046252963936,-0.6372946327830481,0.7054605835846465,-0.18485957299629727,-0.24901376328620164
1.8534636778787248,0.3810923402002082,0.41592715366203326,-2.065081000470114,-0.6039386860527562,2.989567673355341,1.9019244000083764,-0.4219817881887112,0.463268630833806,0.3243821143423964,0.8673134421599039,0.4009586235131286,-0.08919446714276635,-0.2811475098774912
1.936034055235051,1.3053454775232822,2.0660068044586573,-0.34166889663024325,-2.8822289806073065,2.795343625866808,0.3152058192391416,-0.4446644672629104,0.6380307570368139,0.6571462636536457,-0.19746305435079092,-0.6048833900279573,-0.575677896605834,0.513536158409732
